Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/StepDefinition/Feature Edit Item/EDITITEM004 - Edit Item With Preview in Diminati page,Chrome 107.0.0.0,,,2022-11-01 06:51:57,2022-11-01 06:52:23,25.603s,PASSED
Start listener action : beforeTestCase,Chrome 107.0.0.0,,,2022-11-01 06:51:57,2022-11-01 06:52:00,2.608s,PASSED
"callTestCase(findTestCase(""StepDefinition/Feature Login/LOGIN001 - Login with Valid Email and Password""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-01 06:52:00,2022-11-01 06:52:08,7.699s,PASSED
"click(findTestObject(""Page_Home/svg_Profile_svg-inline--fa fa-list fa-lg""))",Chrome 107.0.0.0,,,2022-11-01 06:52:08,2022-11-01 06:52:08,0.452s,PASSED
"click(findTestObject(""Page_Daftar_Jual/button_Diminati""))",Chrome 107.0.0.0,,,2022-11-01 06:52:08,2022-11-01 06:52:11,2.829s,PASSED
"click(findTestObject(""Page_Diminati/div_opticalHobyRp250.000,00""))",Chrome 107.0.0.0,,,2022-11-01 06:52:11,2022-11-01 06:52:11,0.512s,PASSED
"click(findTestObject(""Page_Daftar_Jual/button_Edit""))",Chrome 107.0.0.0,,,2022-11-01 06:52:11,2022-11-01 06:52:13,2.032s,PASSED
"callTestCase(findTestCase(""Pages/UserEditItem/Input Nama Produk""), [""nama_produk"":""Paracetamol""], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-01 06:52:13,2022-11-01 06:52:16,2.557s,PASSED
"callTestCase(findTestCase(""Pages/UserEditItem/Input Harga Produk""), [""harga_produk"":""10000""], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-01 06:52:16,2022-11-01 06:52:17,0.766s,PASSED
"callTestCase(findTestCase(""Pages/UserEditItem/Select Kategori""), [""select_kategori"":""1""], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-01 06:52:17,2022-11-01 06:52:18,1.111s,PASSED
"callTestCase(findTestCase(""Pages/UserEditItem/Input Deskripsi""), [""deskripsi"":""ini deskripsi paracetamol""], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-01 06:52:18,2022-11-01 06:52:19,0.922s,PASSED
"callTestCase(findTestCase(""Pages/UserEditItem/Add Photo""), [""add_photo"":""C:\Users\ASUS\Downloads\desain1.png""], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-01 06:52:19,2022-11-01 06:52:19,0.474s,PASSED
"callTestCase(findTestCase(""Pages/UserEditItem/Click Preview""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-01 06:52:19,2022-11-01 06:52:22,2.628s,PASSED
Start listener action : afterTestCase,Chrome 107.0.0.0,,,2022-11-01 06:52:22,2022-11-01 06:52:23,0.659s,PASSED
